,location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status
1190,IBE_1191,4637104.815668479,299330.97032870963,A-6,30,Congested
1191,IBE_1192,4637713.407986871,299092.02747127385,A-6,30,Congested
1192,IBE_1193,4648301.726328689,269138.60597172193,N-525,30,Congested
1193,IBE_1194,4600385.8675571745,266614.3925191788,N-122,29,Congested
1194,IBE_1195,4577984.761189918,645189.2709461565,N-330,30,Congested
1195,IBE_1196,4624908.207726436,653838.1683431544,A-68,7,Congested
1196,IBE_1197,4608443.611312627,692513.5091994714,N-2,30,Congested
1197,IBE_1198,4608652.306951871,692352.722714223,N-2,30,Congested
1198,IBE_1199,4608475.904882463,692565.9342136169,N-2,30,Congested
1199,IBE_1200,4608696.551347721,692390.900084928,N-2,30,Congested
1200,IBE_1201,4588543.895493114,646642.4445234381,A-23,4,Congested
1201,IBE_1202,4588702.729261861,647020.0307149161,A-23,30,Congested
1202,IBE_1203,4590109.6913053095,638108.0443467209,A-2,25,Congested
1203,IBE_1204,4573829.398892866,583476.901044853,A-2,30,Congested
1204,IBE_1205,4573941.753651289,583591.8909027393,A-2,30,Congested
1205,IBE_1206,4574211.121724018,603108.7854623366,A-2,7,Congested
1206,IBE_1207,4580394.13996943,649882.8577836056,N-330,30,Congested
1207,IBE_1208,4577546.193254637,648972.0570437466,N-330,15,Congested
1208,IBE_1209,4570551.871032107,745676.298012051,N-211,30,Congested
1209,IBE_1210,4573234.873469491,586695.486904558,A-2,30,Congested
1210,IBE_1211,4572997.087265952,588212.3824851391,A-2,11,Congested
1211,IBE_1212,4572923.490754941,588250.535576905,A-2,30,Congested
1212,IBE_1213,4552988.09929965,633820.180093996,N-234,4,Congested
1213,IBE_1214,4601787.024538029,649386.5147992164,A-2,9,Congested
1214,IBE_1215,4573996.491381089,724145.559354757,N-232,18,Congested
1215,IBE_1216,4598622.894276537,697204.8471526022,N-232A,30,Congested
1216,IBE_1217,4597758.467642818,698994.139988429,N-232A,24,Congested
1217,IBE_1218,4563069.214190311,634641.9697944726,N-234,30,Congested
1218,IBE_1219,4640244.87297754,631079.255430028,N-232,30,Congested
1219,IBE_1220,4573236.674974716,573427.8241200026,A-2,30,Congested
1220,IBE_1221,4604803.389932367,657298.1446239097,A-2,4,Congested
1221,IBE_1222,4607793.096677266,660217.9159290569,A-2,30,Congested
1222,IBE_1223,4609041.734634149,661000.5028134042,A-2,21,Congested
1223,IBE_1224,4626169.327231796,648246.6628274106,AP-68,30,Congested
1224,IBE_1225,4626088.15803036,648199.8691844805,AP-68,30,Congested
1225,IBE_1226,4624730.061416035,696565.3521126556,N-330,30,Congested
1226,IBE_1227,4624517.081529028,696226.783780482,A-2,16,Congested
1227,IBE_1228,4596431.225061958,707000.1458497135,N-2,29,Congested
1228,IBE_1229,4590110.58865356,708219.6748647102,N-232,30,Congested
1229,IBE_1230,4589801.895394542,708539.9147361408,N-232,30,Congested
1230,IBE_1231,4633192.406027267,651349.9266359069,AP-68,21,Congested
1231,IBE_1232,4577965.352889534,722300.8761652847,N-232,30,Congested
1232,IBE_1233,4578586.819311644,722735.6394944607,N-232,30,Congested
1233,IBE_1234,4614169.840179397,646591.2563909137,AP-68,30,Congested
1234,IBE_1235,4618803.16866515,666060.9780256399,N-232,9,Congested
1235,IBE_1236,4583650.83400776,714485.7107031441,N-232,30,Congested
1236,IBE_1237,4639227.62049227,683959.8727885496,A-23,13,Congested
1237,IBE_1238,4699374.922995339,853243.0398258348,N-260,30,Congested
1238,IBE_1239,4699333.324761894,853216.1780011667,N-260,30,Congested
