,location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status
795,IBE_796,4212708.143124827,618821.9980902278,RM-15,30,Congested
796,IBE_797,4175401.783749275,668911.7730542682,N-301,17,Congested
797,IBE_798,4217727.156634927,650118.0757335126,N-301,30,Congested
798,IBE_799,4233289.244219959,639234.4526051773,A-30,30,Congested
799,IBE_800,4179374.567693127,665319.1816752609,A-30,30,Congested
800,IBE_801,4179122.1799938977,652215.3719766827,AP-7N,30,Congested
801,IBE_802,4195218.085336485,645994.780930293,A-7,4,Congested
802,IBE_803,4197410.862020417,648259.2154807705,A-7,4,Congested
803,IBE_804,4171563.389888623,619480.1575233953,A-7,30,Moderate
804,IBE_805,4171353.8783935686,616244.3296356822,A-7,30,Moderate
805,IBE_806,4146230.556971485,611952.4495145832,AP-7N,30,Congested
806,IBE_807,4164047.518902937,610121.1966567747,A-7,12,Moderate
807,IBE_808,4163106.8248977545,609611.331846469,A-7,30,Congested
808,IBE_809,4166504.3982910677,614662.6861118203,A-7,9,Moderate
809,IBE_810,4171014.4695729148,617964.1147179013,A-7,30,Moderate
810,IBE_811,4170579.591496015,616865.2597980165,A-7,30,Moderate
811,IBE_812,4169452.438639581,618883.3396047696,A-7,30,Moderate
812,IBE_813,4211449.405383274,633262.0229055563,RM-15,8,Congested
813,IBE_814,4209962.200209999,631859.6484902423,RM-15,6,Congested
814,IBE_815,4214939.228985222,637326.4605074746,RM-15,30,Congested
815,IBE_816,4200413.8244336285,652119.2936303716,A-7,4,Congested
816,IBE_817,4206364.009043553,631080.8931843216,RM-15,16,Congested
817,IBE_818,4160166.8395262086,611745.2138604935,A-7,30,Congested
818,IBE_819,4175668.53070664,639638.8375982342,A-7,30,Congested
819,IBE_820,4275780.3254341185,665800.9964276359,N-344,25,Congested
820,IBE_821,4275180.073416112,661949.0667025074,N-344,30,Congested
821,IBE_822,4276310.699280124,670053.1679310148,A-33,30,Congested
822,IBE_823,4716620.761194259,634233.9956243634,A-21,30,Congested
823,IBE_824,4754180.829811741,613520.0763914613,N-121-A,17,Congested
824,IBE_825,4738156.4395877,633121.4384967398,A-21,30,Congested
825,IBE_826,4715640.509636644,601356.3328348561,AP-15,4,Congested
826,IBE_827,4781930.189885906,622781.5517041702,N-121-A,24,Congested
827,IBE_828,4778395.201006389,620963.212016743,N-121-A,30,Congested
828,IBE_829,4776210.456936831,611371.9165372581,N-121-A,20,Congested
829,IBE_830,4693538.26254988,584610.4693537019,AP-68,17,Congested
830,IBE_831,4709842.821751073,634298.7105378078,A-21,11,Congested
831,IBE_832,4660141.577511286,597908.9090756685,N-113,18,Congested
832,IBE_833,4776771.617067489,607306.500371038,N-121-A,30,Sufficient
833,IBE_834,4778617.08042754,608294.0351773761,N-121-A,30,Sufficient
834,IBE_835,4754924.176146381,622129.6592181657,N-121-A,30,Congested
835,IBE_836,4656605.1967287455,594187.6310552761,N-113,30,Congested
836,IBE_837,4711684.110423664,594247.0650763192,A-12,30,Congested
837,IBE_838,4712842.4719565185,594589.4096294598,A-12,30,Congested
838,IBE_839,4724328.582635108,639523.6963048024,A-21,30,Congested
839,IBE_840,4649340.405877579,621736.5186719495,A-68,8,Congested
840,IBE_841,4693429.2418186935,577882.4856776504,AP-68,4,Congested
841,IBE_842,4703049.078589238,574635.4238778786,AP-68,9,Congested
842,IBE_843,4761770.009434801,609074.9505676241,N-121-A,12,Congested
843,IBE_844,4731591.154179873,582846.2022994765,A-12,17,Congested
844,IBE_845,4693335.679990353,160586.0623044271,N-120,30,Congested
845,IBE_846,4700474.390415121,135743.33049868548,N-120,30,Congested
846,IBE_847,4661854.0069256285,168141.0048691529,N-525,30,Congested
847,IBE_848,4696370.8374576885,149023.44232616725,N-120,4,Congested
848,IBE_849,4678884.465950614,161314.41621891398,N-525,30,Congested
849,IBE_850,4738091.583981058,398019.74408338487,N-627,30,Congested
850,IBE_851,4746719.742384706,405693.5065827273,N-611,30,Congested
851,IBE_852,4738663.247109728,397339.68556884606,N-627,30,Congested
852,IBE_853,4737222.079615914,397775.1014258241,N-627,18,Congested
853,IBE_854,4724548.809632444,392216.2802220045,N-611,30,Congested
854,IBE_855,4730342.8817580305,394228.8644755711,N-611,4,Congested
855,IBE_856,4749918.943218503,394864.5666323311,N-611,30,Congested
856,IBE_857,4687772.468288107,367913.6456864101,N-120,30,Congested
857,IBE_858,4688922.3299552025,366829.6759083591,N-120,30,Congested
858,IBE_859,4680077.633092322,383964.7089210508,N-611,30,Congested
859,IBE_860,4715863.376954572,391053.0200143367,N-611,30,Congested
860,IBE_861,4649263.345491963,382651.5094154807,N-620,30,Congested
861,IBE_862,4696596.131763542,388698.38348732574,N-611,30,Congested
862,IBE_863,4655746.145274857,396003.70992260514,A-62,20,Congested
863,IBE_864,4652518.824272479,388532.7143546111,A-62,30,Congested
864,IBE_865,4654710.4779248405,394075.1503914206,A-62,21,Congested
865,IBE_866,4678721.155743288,337773.03040136094,N-120,4,Congested
866,IBE_867,4694338.054635535,378665.9586606893,N-120,30,Congested
867,IBE_868,4694964.947716844,572081.2962754238,AP-68,5,Congested
868,IBE_869,4686281.073434442,519711.87701932434,N-120,29,Congested
869,IBE_870,4652215.547015688,587193.260491134,N-113,10,Congested
870,IBE_871,4648490.066091722,594249.4954140474,N-113,28,Congested
871,IBE_872,4695989.192579991,523263.60568788653,N-120,27,Congested
872,IBE_873,4522088.142424166,287903.21737134655,N-630,30,Congested
873,IBE_874,4526232.636800565,242877.31946751877,A-62,21,Congested
874,IBE_875,4530416.714613714,276279.25756824197,A-66,17,Congested
875,IBE_876,4474628.70121435,266524.3672137668,N-630A,15,Congested
876,IBE_877,4520601.713852196,277982.1373207457,N-630,30,Congested
877,IBE_878,4500517.850599467,200894.90800184407,N-620A,30,Congested
878,IBE_879,4500799.312007789,201424.21778642904,A-62,28,Congested
879,IBE_880,4508792.127602874,278386.5872140095,N-630,30,Congested
880,IBE_881,4501656.010576267,176928.49178884807,A-62,30,Congested
881,IBE_882,4534941.81804076,263554.3107302465,N-620,4,Congested
882,IBE_883,4492046.165746552,273385.2041822281,N-630A,29,Congested
883,IBE_884,4496174.558141118,252953.88062250856,N-630A,30,Congested
884,IBE_885,4532900.867690649,288843.85793115164,A-50,30,Congested
885,IBE_886,4518700.863119468,222551.9792797126,A-62,30,Congested
886,IBE_887,4518653.264778911,222587.80965651135,A-62,30,Congested
887,IBE_888,4548252.06869521,286228.77343621827,A-62,30,Congested
888,IBE_889,4547972.799102757,286176.2955871742,A-62,30,Congested
889,IBE_890,4469480.955547876,258004.8186246858,N-630,30,Congested
890,IBE_891,4529503.86998749,248665.54762023216,N-620,30,Congested
891,IBE_892,4515684.535947802,295775.3523328057,N-630,16,Congested
892,IBE_893,4508121.373730403,395723.91391580564,N-6,30,Congested
893,IBE_894,4508591.275447869,393689.0239140059,N-6,30,Congested
894,IBE_895,4514695.013555287,398069.4617428958,N-603,30,Congested
895,IBE_896,4546022.38095896,357197.20668670256,A-6,30,Congested
896,IBE_897,4511726.271148421,390410.3219179856,N-6,30,Congested
897,IBE_898,4514246.600139621,381954.5354135075,AP-6,30,Congested
898,IBE_899,4514383.830459426,382052.8733727139,AP-6,30,Congested
899,IBE_900,4122772.1956109656,240958.64922701335,A-4,30,Congested
900,IBE_901,4155563.667657528,234997.0092287839,A-66,10,Congested
901,IBE_902,4157207.183578145,211243.24570169556,N-433,30,Congested
902,IBE_903,4095753.6394237736,238701.6465169411,AP-4,30,Congested
903,IBE_904,4096187.4296453865,236452.27588597185,AP-4,4,Congested
904,IBE_905,4097226.8395484327,238756.97549765327,AP-4,30,Congested
905,IBE_906,4099255.7443665075,233063.18050121475,AP-4,30,Congested
906,IBE_907,4153747.0999652697,289676.41609405563,A-4,4,Congested
907,IBE_908,4139793.851351242,205612.43273710174,A-49,30,Congested
908,IBE_909,4083433.158150328,229425.89638520527,N-4,30,Congested
909,IBE_910,4124392.263400096,240256.1142941621,A-4,30,Congested
910,IBE_911,4149866.4083760125,292152.1640227897,A-4,30,Congested
911,IBE_912,4149340.0901273577,292851.90993197344,A-4,30,Congested
912,IBE_913,4158027.833754314,220822.37471053022,A-66,30,Congested
913,IBE_914,4156749.684984396,222215.14767482172,A-66,30,Congested
914,IBE_915,4158120.820942734,220535.4233596843,A-66,7,Congested
915,IBE_916,4160735.8803889984,231825.606382659,N-630,30,Congested
916,IBE_917,4159825.1513317954,230120.2780496751,N-630,30,Congested
917,IBE_918,4136683.946382794,336756.9758281076,A-92,27,Congested
918,IBE_919,4113485.7995040864,218785.50682784052,SE-40,30,Congested
919,IBE_920,4091204.711142654,225342.64955119282,N-4,30,Congested
920,IBE_921,4093511.713858723,224334.9329913924,N-4,30,Congested
921,IBE_922,4091286.0145240733,226361.05633096857,N-4,30,Congested
922,IBE_923,4134129.733457054,286543.2036175624,A-92,12,Congested
923,IBE_924,4129290.466298206,283536.32704787125,A-92,30,Congested
924,IBE_925,4133996.548759198,286566.93886861915,A-92,30,Congested
925,IBE_926,4133277.563850612,286580.6117977663,A-92,30,Congested
926,IBE_927,4133304.6761289267,285758.543750635,A-92,30,Congested
927,IBE_928,4115003.540482049,256758.05312770198,N-4,30,Congested
928,IBE_929,4123321.526334365,312396.1290313317,A-92,5,Congested
929,IBE_930,4124188.213745818,312938.0570007394,A-92,30,Congested
930,IBE_931,4123291.6775809,311251.4350520276,A-92,30,Congested
931,IBE_932,4116774.1275281734,239050.0007998381,N-4,30,Congested
932,IBE_933,4117389.1792802927,239118.50199384664,N-4,30,Congested
933,IBE_934,4110875.321995559,238183.2099435545,AP-4,24,Congested
934,IBE_935,4133441.9848175463,208411.9477133752,A-49,4,Congested
935,IBE_936,4204365.600634111,221854.76012961596,A-66,30,Congested
936,IBE_937,4154626.3733012793,236720.0578157563,A-66,30,Congested
937,IBE_938,4118083.2772882804,340427.0893019588,A-92,30,Congested
938,IBE_939,4120140.9093176937,342322.83917293814,A-92,30,Congested
939,IBE_940,4118321.557851948,340545.08351379365,A-92,14,Congested
940,IBE_941,4142361.219706073,217247.5086692706,A-49,12,Congested
941,IBE_942,4139954.319198919,219609.7724862115,A-49,30,Congested
942,IBE_943,4121772.0649690065,251075.79110469078,AP-4,11,Congested
943,IBE_944,4119437.083486758,254519.12046614906,A-92,30,Congested
944,IBE_945,4120003.033227138,252158.79181860437,AP-4,14,Congested
945,IBE_946,4103257.161842375,248792.07586156612,N-4,5,Congested
946,IBE_947,4165371.554540874,246515.95029128567,A-4,8,Congested
947,IBE_948,4632572.6150574945,587937.4199210651,N-122,30,Congested
948,IBE_949,4639234.905835788,544459.4312194178,N-111,30,Congested
949,IBE_950,4591186.286163767,538883.0458964558,A-15,30,Congested
950,IBE_951,4591112.079051481,539407.5951563502,A-15,13,Congested
951,IBE_952,4592252.780337404,539336.500249376,A-15,30,Congested
952,IBE_953,4594355.333962951,538638.7067886832,A-15,30,Congested
953,IBE_954,4600432.882544832,492448.4046480507,N-122,17,Congested
954,IBE_955,4603906.0694499565,495130.8736191656,N-122,8,Congested
955,IBE_956,4624722.97651088,541770.2294255006,N-234,8,Congested
956,IBE_957,4613683.898100173,538840.2914667953,A-15,8,Congested
957,IBE_958,4601942.49011375,483945.80955951515,N-110,30,Congested
958,IBE_959,4631041.909462554,495331.54597417626,N-234,23,Congested
959,IBE_960,4626047.557061617,543574.5445784715,N-111,30,Congested
960,IBE_961,4623513.869811938,549478.295803756,N-234,4,Congested
961,IBE_962,4623558.73620774,548833.7317089854,SO-20,30,Congested
962,IBE_963,4624232.15011138,542733.632317785,N-234,30,Congested
963,IBE_964,4519002.521789118,806081.7383254347,AP-7N,30,Congested
964,IBE_965,4518983.985202112,806305.6844914117,AP-7N,30,Congested
965,IBE_966,4516649.148341816,805208.6254592489,N-340A,30,Congested
966,IBE_967,4517803.112890214,803892.334515805,N-235,30,Congested
967,IBE_968,4518931.382964343,806303.2114254289,AP-7N,30,Congested
968,IBE_969,4567821.353124748,835474.7829960041,N-420,30,Congested
969,IBE_970,4562996.142971643,865287.6185739567,N-340A,30,Congested
970,IBE_971,4563480.175198461,866430.0255651146,N-340A,30,Congested
971,IBE_972,4534045.63057134,815723.0143711674,N-340,7,Congested
972,IBE_973,4579520.988224167,884703.2870517848,N-340,30,Congested
973,IBE_974,4581023.522712097,884684.3016041244,AP-7N,30,Congested
974,IBE_975,4574949.568871533,882670.8137217618,N-340,30,Congested
975,IBE_976,4540139.411033739,794440.7188569854,N-420,26,Congested
976,IBE_977,4577631.647077173,876514.3346760145,AP-2,19,Congested
977,IBE_978,4570223.421375828,885326.4110318054,N-340,30,Congested
978,IBE_979,4518749.777266864,807363.1611059393,N-340,4,Congested
979,IBE_980,4565167.230919197,858435.9978247482,AP-7N,30,Congested
980,IBE_981,4570992.911301194,887814.054391178,N-340,27,Congested
981,IBE_982,4561707.521146728,820285.3010168854,N-420,25,Sufficient
982,IBE_983,4562961.395319035,842844.3517272321,T-11,4,Congested
983,IBE_984,4564948.129562222,838120.6557410522,N-420,20,Congested
984,IBE_985,4568046.590029849,875391.1748188541,N-340,30,Congested
985,IBE_986,4567260.092115943,873991.9597446428,N-340,30,Congested
986,IBE_987,4568241.795496125,876717.8973471306,N-340,20,Congested
987,IBE_988,4503374.570074812,802746.912353859,N-340,19,Congested
988,IBE_989,4503390.52457842,777762.6761453827,N-232,30,Congested
989,IBE_990,4598026.288946161,849018.1250537637,AP-2,30,Sufficient
990,IBE_991,4523372.012221039,796095.1385347443,N-235,20,Congested
991,IBE_992,4548052.680120915,821813.1101202247,A-7,30,Congested
992,IBE_993,4540291.018750908,824660.8728142318,A-7,30,Congested
993,IBE_994,4544463.50599266,827863.0182237901,AP-7N,30,Congested
994,IBE_995,4540339.507401768,824569.7337995049,A-7,30,Congested
995,IBE_996,4546909.414412176,828922.0309811532,AP-7N,4,Congested
996,IBE_997,4546932.70440641,828890.5578762521,AP-7N,30,Congested
997,IBE_998,4442580.700120283,692602.5962876368,N-234,30,Congested
998,IBE_999,4529575.762893337,643080.6355579883,N-234,30,Congested
999,IBE_1000,4530533.330938877,643305.3477566271,N-234,30,Congested
1000,IBE_1001,4522033.2013161015,641959.4748728909,N-234,6,Congested
1001,IBE_1002,4540192.0667840075,740308.3240228358,N-232,30,Congested
1002,IBE_1003,4480377.444109528,644406.3807355829,N-234,30,Congested
1003,IBE_1004,4536105.973553605,770668.729447906,N-420,17,Congested
1004,IBE_1005,4524850.628407915,641692.1613422404,N-234,30,Congested
1005,IBE_1006,4515411.957803252,638644.2316908315,N-234,19,Congested
1006,IBE_1007,4515955.1674842015,639480.5378644455,N-234,4,Congested
1007,IBE_1008,4522376.068714857,685655.2603796447,N-211,27,Congested
1008,IBE_1009,4529948.624367792,757335.2705680972,N-232,30,Congested
1009,IBE_1010,4453148.957621357,676983.3810271325,N-234,9,Congested
1010,IBE_1011,4451563.895525874,699541.7651947984,A-23,30,Congested
1011,IBE_1012,4491857.527855403,645139.7533647828,N-234,11,Congested
1012,IBE_1013,4446636.769266738,685382.0471505276,N-234,8,Congested
1013,IBE_1014,4469043.9512836905,658314.1376706905,N-234,27,Congested
1014,IBE_1015,4520681.474290642,640157.6362252291,N-234,30,Congested
1015,IBE_1016,4528430.354142044,765633.4106920057,N-420,14,Congested
1016,IBE_1017,4507084.471480465,642133.690105976,A-23,29,Congested
1017,IBE_1018,4486673.088615533,646615.4314710852,N-234,30,Congested
1018,IBE_1019,4460956.578048494,657482.7627590314,N-330,30,Congested
1019,IBE_1020,4414648.218871484,395894.15134051535,A-40,27,Congested
1020,IBE_1021,4429302.571603092,382524.49862040044,N-403,30,Congested
1021,IBE_1022,4406559.1808986375,319527.744431126,N-502,6,Congested
1022,IBE_1023,4425856.332984782,435567.90604415047,N-400,30,Congested
1023,IBE_1024,4424151.127256332,431686.22624648997,N-400,30,Congested
1024,IBE_1025,4427343.09342155,434769.427919173,N-400,30,Congested
1025,IBE_1026,4427292.231610839,434591.1543811676,N-400,30,Congested
1026,IBE_1027,4416667.972980881,330197.34010171366,A-5,30,Congested
1027,IBE_1028,4365229.937216384,459605.12896445626,A-4,30,Congested
1028,IBE_1029,4364851.3522026995,460081.3374932081,A-4,30,Congested
1029,IBE_1030,4416994.808349323,375697.541827264,A-5,30,Congested
1030,IBE_1031,4449434.072699225,411299.7876787243,A-5,30,Congested
1031,IBE_1032,4427129.187614014,352369.1837032937,A-5,26,Sufficient
1032,IBE_1033,4427895.567785426,354538.32038696395,A-5,30,Sufficient
1033,IBE_1034,4428424.803571143,355580.4747853651,A-5,30,Sufficient
1034,IBE_1035,4421900.944694356,366423.478236825,A-5,30,Congested
1035,IBE_1036,4423184.841112374,366199.0929849638,A-5,30,Congested
1036,IBE_1037,4367814.873765466,448895.43940142915,A-4,29,Sufficient
1037,IBE_1038,4368943.70980638,446542.07192880806,A-4,30,Sufficient
1038,IBE_1039,4368706.197216223,447011.16616356454,A-4,5,Sufficient
1039,IBE_1040,4401368.099661297,485157.323629171,N-301,30,Sufficient
1040,IBE_1041,4400376.9729077555,486302.91059951164,N-301,30,Sufficient
1041,IBE_1042,4401998.0217437325,485004.4604895469,N-301,30,Sufficient
1042,IBE_1043,4433289.655799334,396326.3039577571,A-40,28,Congested
1043,IBE_1044,4434878.34938735,397878.8164638526,A-5,30,Congested
1044,IBE_1045,4433932.102045333,396709.5313546779,A-40,30,Congested
1045,IBE_1046,4434762.6423271345,397543.11051529186,A-5,30,Congested
1046,IBE_1047,4433526.080981336,396630.5470913527,A-40,30,Congested
1047,IBE_1048,4425474.416709785,389175.42018134723,N-403,30,Congested
1048,IBE_1049,4417792.471796576,307995.003898693,A-5,30,Congested
1049,IBE_1050,4440754.81885243,429037.1319060584,A-42,20,Congested
1050,IBE_1051,4440583.36730186,426963.9558753991,A-42,30,Congested
1051,IBE_1052,4396615.840959555,474289.8202716621,N-301,30,Congested
1052,IBE_1053,4374269.797599937,454979.27119193535,A-4,30,Congested
1053,IBE_1054,4368481.658337058,452133.0755107597,A-4,30,Congested
1054,IBE_1055,4374174.214238964,454983.5291341178,A-4,30,Congested
1055,IBE_1056,4374692.208695671,454960.2390666272,A-4,30,Congested
1056,IBE_1057,4374491.9143773485,454954.25965665217,A-4,30,Congested
1057,IBE_1058,4369563.73169669,454705.8232734112,A-4,23,Congested
1058,IBE_1059,4380419.681140061,455606.7840043269,A-4,30,Congested
1059,IBE_1060,4368615.685688694,454975.04662463476,A-4,30,Congested
1060,IBE_1061,4454750.581005699,398784.73278253304,A-5,30,Congested
1061,IBE_1062,4455354.05123089,398861.3152808225,A-5,30,Congested
1062,IBE_1063,4434235.714036092,428454.8508605659,AP-41,14,Congested
1063,IBE_1064,4412985.894782511,383710.693235897,N-403,23,Congested
1064,IBE_1065,4402852.729686025,352972.961525328,N-502,4,Congested
1065,IBE_1066,4432287.911854339,385142.7732198085,N-403,30,Congested
1066,IBE_1067,4439632.987964042,444913.76114478504,A-4,30,Congested
1067,IBE_1068,4439627.2659416,444435.4708180791,A-4,30,Congested
1068,IBE_1069,4442323.420547322,442199.6285424199,R-4,30,Congested
1069,IBE_1070,4439626.093155539,445022.55494387436,A-4,30,Congested
1070,IBE_1071,4440127.370548837,444777.6646405842,A-4,30,Congested
1071,IBE_1072,4439652.944433632,443469.61630099895,R-4,30,Congested
1072,IBE_1073,4439574.101817472,444117.75177646853,A-4,30,Congested
1073,IBE_1074,4439628.830833481,444222.39674746944,A-4,30,Congested
1074,IBE_1075,4369417.096618754,325978.3229721552,N-502,30,Congested
1075,IBE_1076,4424713.622279687,342086.9799630863,N-502A,15,Congested
1076,IBE_1077,4427143.336246353,343328.6675247698,A-5,30,Congested
1077,IBE_1078,4424712.713406132,342431.1804756725,N-502A,24,Congested
1078,IBE_1079,4425130.924025695,343989.83077712916,N-502A,30,Congested
1079,IBE_1080,4425442.484828951,346571.4722627207,N-5A,30,Sufficient
1080,IBE_1081,4421049.572684081,336788.4569716613,N-502,22,Congested
1081,IBE_1082,4425128.83656145,344243.7469404375,N-502A,30,Congested
1082,IBE_1083,4423544.842558235,343567.95318209,N-502A,30,Congested
1083,IBE_1084,4425282.590188035,346240.6472235963,N-5A,30,Sufficient
1084,IBE_1085,4425570.9514543945,334542.40973171056,N-502,30,Congested
1085,IBE_1086,4424650.674699163,341850.66675158986,N-502A,30,Congested
1086,IBE_1087,4422527.946662576,339367.9633229014,N-502,30,Congested
1087,IBE_1088,4425460.618683649,336080.5759857864,N-502,30,Congested
1088,IBE_1089,4417022.638350258,424471.78833026235,N-400,30,Congested
1089,IBE_1090,4426314.860982822,391197.0925385724,A-40,30,Congested
1090,IBE_1091,4428508.247832666,390924.83101420366,A-40,30,Congested
1091,IBE_1092,4427407.405950402,390707.4344844102,A-40,30,Congested
1092,IBE_1093,4383685.957329641,447080.2851348294,A-4,30,Sufficient
1093,IBE_1094,4384787.329173013,481596.8255522183,AP-36,30,Congested
1094,IBE_1095,4385232.444920779,470322.339887702,A-4,30,Congested
1095,IBE_1096,4385020.48214771,470145.0383971015,A-4,30,Congested
1096,IBE_1097,4385623.684658643,472910.75205592345,A-4,30,Congested
1097,IBE_1098,4386557.380119944,471350.1824880882,A-4,30,Congested
1098,IBE_1099,4384819.523526206,469483.79420491017,A-4,30,Congested
1099,IBE_1100,4384772.67724781,469655.2934807569,A-4,30,Congested
1100,IBE_1101,4424118.746152129,427842.35283078754,AP-41,16,Congested
1101,IBE_1102,4351105.734975174,722965.5051155414,A-38,13,Congested
1102,IBE_1103,4313265.148895791,721416.497814921,A-7,30,Congested
1103,IBE_1104,4313091.434728351,721274.4101995856,A-7,22,Congested
1104,IBE_1105,4314567.887590026,721878.6972916801,A-7,30,Congested
1105,IBE_1106,4366738.747000865,690909.3157303085,N-3,4,Congested
1106,IBE_1107,4316886.209257894,709739.8219209202,A-7,25,Congested
1107,IBE_1108,4396636.664930102,696165.9117782903,A-23,4,Congested
1108,IBE_1109,4379229.605499885,647476.4123530571,A-3,30,Congested
1109,IBE_1110,4378030.811098792,645082.6273028245,A-3,30,Congested
1110,IBE_1111,4390737.227891406,681435.816482622,A-3,24,Congested
1111,IBE_1112,4345687.426898502,677875.1177500403,N-330A,30,Congested
1112,IBE_1113,4316918.053075324,700039.0149052746,A-35,30,Congested
1113,IBE_1114,4317322.447430431,700293.5769060142,A-35,4,Congested
1114,IBE_1115,4300929.917590857,686035.3161606448,A-35,24,Congested
1115,IBE_1116,4318445.264705682,718853.4773999976,N-340,15,Congested
1116,IBE_1117,4310211.278212435,733872.2824913496,AP-7N,23,Sufficient
1117,IBE_1118,4307674.477768944,717314.7333142934,A-7,30,Congested
1118,IBE_1119,4299360.014879101,707902.5714580886,A-7,8,Congested
1119,IBE_1120,4314185.200776776,724927.8857490811,A-7,4,Sufficient
1120,IBE_1121,4374544.736589558,661239.5396571667,A-3,30,Congested
1121,IBE_1122,4372271.390317943,664465.7320801811,A-3,30,Congested
1122,IBE_1123,4372205.484471483,663828.922052352,N-3,30,Congested
1123,IBE_1124,4377262.820177078,657681.2613366118,A-3,30,Congested
1124,IBE_1125,4376539.686166462,659423.1124860501,A-3,30,Congested
1125,IBE_1126,4376851.51803473,659586.2611689206,A-3,30,Congested
1126,IBE_1127,4372167.129290146,663179.650220704,N-3,30,Congested
1127,IBE_1128,4372203.81989641,662870.574794043,N-3,30,Congested
1128,IBE_1129,4372479.9449863,663968.961285864,A-3,30,Congested
1129,IBE_1130,4366504.910773829,658005.6787805771,N-322,4,Congested
1130,IBE_1131,4414201.372767122,663923.7649356656,N-330,25,Congested
1131,IBE_1132,4380846.295234445,653521.1033292372,N-3,13,Congested
1132,IBE_1133,4380780.211050303,653453.1463920557,N-3,30,Congested
1133,IBE_1134,4386902.405270748,647437.2365143704,N-330,4,Congested
1134,IBE_1135,4376303.754798223,634324.1779505415,A-3,30,Congested
1135,IBE_1136,4376633.155488518,634643.2739713674,A-3,30,Congested
1136,IBE_1137,4583039.795889135,359112.80505197705,N-601,30,Congested
1137,IBE_1138,4622690.910571418,361984.88222782186,A-62,30,Congested
1138,IBE_1139,4568196.067035951,317993.621271756,N-620,30,Congested
1139,IBE_1140,4620173.909060188,357854.1658751312,A-62,26,Congested
1140,IBE_1141,4629854.952414238,368523.9781861284,A-62,30,Congested
1141,IBE_1142,4621969.166700948,384807.25044781854,N-122,29,Congested
1142,IBE_1143,4670163.940020785,312389.17319033644,N-601,13,Congested
1143,IBE_1144,4639505.395653983,329810.34371671546,N-601,30,Congested
1144,IBE_1145,4639787.376526464,329503.4708767246,N-601,4,Congested
1145,IBE_1146,4576542.074668,339654.95668582706,A-6,29,Congested
1146,IBE_1147,4574019.110993848,340171.5956261277,A-6,21,Congested
1147,IBE_1148,4576295.155551047,339237.7640903636,A-6,30,Congested
1148,IBE_1149,4573859.181854041,340286.77234611183,A-6,30,Congested
1149,IBE_1150,4571037.928108408,341893.6658287003,A-6,30,Congested
1150,IBE_1151,4610642.063977789,318961.7563257041,N-6,30,Congested
1151,IBE_1152,4578018.972324921,325524.2779053199,A-62,16,Congested
1152,IBE_1153,4571466.291907385,359174.2076382912,N-601,17,Congested
1153,IBE_1154,4571766.24268809,359456.9753263022,N-601,30,Congested
1154,IBE_1155,4572079.251948821,359225.62105537095,N-601,30,Congested
1155,IBE_1156,4578304.836382363,366244.2632010238,N-601,10,Congested
1156,IBE_1157,4613135.667007246,363443.4082614008,VA-30,30,Congested
1157,IBE_1158,4589608.407701694,334626.83565527643,A-6,30,Congested
1158,IBE_1159,4616962.168375991,360355.0843458651,VA-30,30,Congested
1159,IBE_1160,4579560.975411103,317778.12430640205,A-62,4,Congested
1160,IBE_1161,4603243.031180641,344934.10104937124,A-62,22,Congested
1161,IBE_1162,4596633.021579623,332287.0582585017,A-11,6,Congested
1162,IBE_1163,4606653.484918109,369940.807918984,A-11,4,Sufficient
1163,IBE_1164,4605678.881530591,366057.6737151327,A-11,28,Sufficient
1164,IBE_1165,4604836.157283308,324986.51418261655,A-6,4,Congested
1165,IBE_1166,4607296.936818899,323170.0335372365,N-6,30,Congested
1166,IBE_1167,4617735.759812034,347968.5974085494,N-601,19,Congested
1167,IBE_1168,4628574.526629078,306885.53629878047,A-6,30,Congested
1168,IBE_1169,4627303.290338472,307897.79110574315,A-6,30,Congested
1169,IBE_1170,4618101.068100586,315347.08278393303,A-6,30,Congested
1170,IBE_1171,4621529.351580813,312637.6610200952,N-6,18,Congested
1171,IBE_1172,4579232.947131983,298336.795535671,A-62,9,Congested
1172,IBE_1173,4579013.086197196,298251.6274540133,A-62,30,Congested
1173,IBE_1174,4653776.772963017,249400.88267578257,N-525,30,Congested
1174,IBE_1175,4651754.467855385,284721.51480806875,N-610,4,Congested
1175,IBE_1176,4567675.777927291,290944.3267140731,A-62,30,Congested
1176,IBE_1177,4596459.739908654,234846.5824298401,N-122,30,Congested
1177,IBE_1178,4631057.288620457,271039.25864730956,A-66,30,Congested
1178,IBE_1179,4602943.875139726,274119.599537085,A-66,30,Congested
1179,IBE_1180,4602963.390402793,256286.77967687283,N-122,30,Congested
1180,IBE_1181,4655801.1561353095,264102.934810301,A-52,30,Congested
1181,IBE_1182,4656168.906225205,263815.86426257435,A-52,30,Congested
1182,IBE_1183,4654705.202280141,264743.5397311129,N-525,30,Congested
1183,IBE_1184,4656856.74045783,280634.448971063,N-630,27,Congested
1184,IBE_1185,4638159.014361843,274516.98897074786,N-630,4,Congested
1185,IBE_1186,4601473.860409604,301706.7442125381,A-11,30,Congested
1186,IBE_1187,4663257.524372134,275412.3881091499,A-6,30,Congested
1187,IBE_1188,4659021.444302976,277949.44743261416,N-6,30,Congested
1188,IBE_1189,4636326.085814646,300239.1232898651,A-6,7,Congested
1189,IBE_1190,4633282.124017136,302358.6616472992,A-6,30,Congested
